date,asset_id,symbol,quote_currency,close_eur,close,ret_5d,ret_20d,ret_60d,ret_120d,vol_20d_ann,vol_60d_ann,drawdown_60d,drawdown_252d,sma20_ratio,sma50_ratio,sma200_ratio,observations
2026-09-21,AT0000A09ZL0,N550.MU,EUR,360.9100036621094,360.9100036621094,,,,,,,0.0,0.0,,,,2
2026-09-21,BE0003470755,SOLB.BR,EUR,25.299999237060547,25.299999237060547,-0.018619140294810377,-0.010946078478523247,-0.044561945829857286,0.0019386924212279055,0.21336329250497846,0.1700079818161276,-0.06819867249098455,-0.14035087843632954,-0.01953187770073672,-0.03082960262554313,-0.01224633691042687,1282
2026-09-21,BE0974293251,ABI.BR,EUR,67.86000061035156,67.86000061035156,-0.016806666026278005,-0.010498705183426993,-0.07698580374253361,0.13332847019923455,0.1798497292703267,0.22356895479257624,-0.1156914534747937,-0.14298171470367416,-0.004532841217295691,-0.027319892174344607,0.04331459208522381,1282
2026-09-21,DE0005140008,DBK.DE,EUR,33.189998626708984,33.189998626708984,-0.028111357431197526,0.004084051438113745,0.12413205945914729,0.30480987254701186,0.275121647842865,0.26941995386338013,-0.07552449686543927,-0.2676722440208219,-0.03789436429310877,0.004564239954615301,0.11388179157419542,1276
2026-09-21,DE0005190003,BMW.DE,EUR,60.13999938964844,60.13999938964844,-0.04113523247513995,0.03120712798950409,0.045913032863451164,-0.1950379255842014,0.3143654323007635,0.2600318560638775,-0.06289106690748958,-0.38203233061612984,-0.024540584843090296,0.004140779628533098,-0.17326687439425403,1276
2026-09-21,DE0005552004,DHL.DE,EUR,57.380001068115234,57.380001068115234,0.027578812881789982,0.01557524014363243,0.10049869082866003,0.28407008738813544,0.15869283043660465,0.1910993921394701,-0.05845729999922167,-0.14333072083959342,0.02862881652400251,0.022313460192132428,0.15756624128499008,1276
2026-09-21,DE0005557508,DTE.DE,EUR,27.290000915527344,27.290000915527344,-0.056688536894174524,-0.06123146879887298,0.09951656934219066,-0.11511022112503633,0.23671432114007673,0.30973034739544,-0.07093898811430299,-0.27769587398998596,-0.03772916506277768,-0.025586794546883063,-0.03657115773212494,1276
2026-09-21,DE0005810055,DB1.DE,EUR,279.8999938964844,279.8999938964844,-0.007446830154310691,-0.022012641655618004,0.1740771856647767,0.13547816571464333,0.2093439962525656,0.2133975924524364,-0.06009615132693824,-0.11953220395825659,-0.006195758077742308,0.024756695642157656,0.14852305308638858,1276
2026-09-21,DE0006048432,HEN3.DE,EUR,73.30000305175781,73.30000305175781,0.00218763554067003,-0.04258091184421686,-0.012927539144309885,0.14562098801153,0.1593210051625732,0.18212533405603443,-0.09398495881178781,-0.2432210362584949,-0.019607807121853837,-0.028856046550114423,0.036287941994319395,1276
2026-09-21,DE0007030009,RHM.DE,EUR,1010.5999755859376,1010.5999755859376,0.013945984959031987,-0.10184854297814683,0.04088984465298995,-0.3545990392930648,0.35100683849770753,0.3965402036365463,-0.1840197894679262,-0.5192044852564789,-0.04384809576774562,-0.07134287144346507,-0.25742129057573304,1276
